#START7777
#--------------------------------------------------------------------------------------------------
#  기상청 지상관측 시간자료 [입력인수형태][예] ?tm=201007151200&stn=0&help=1
#--------------------------------------------------------------------------------------------------
#  1. TM     : 관측시각 (KST)
#  2. STN    : 국내 지점번호
#  3. WD     : 풍향 (36방위)
#  4. WS     : 풍속 (m/s)
#  5. GST_WD : 돌풍향 (36방위)
#  6. GST_WS : 돌풍속 (m/s)
#  7. GST_TM : 돌풍속이 관측된 시각 (시분)
#  8. PA     : 현지기압 (hPa)
#  9. PS     : 해면기압 (hPa)
# 10. PT     : 기압변화경향 (Code 0200)
# 11. PR     : 기압변화량 (hPa)
# 12. TA     : 기온 (C)
# 13. TD     : 이슬점온도 (C)
# 14. HM     : 상대습도 (%)
# 15. PV     : 수증기압 (hPa)
# 16. RN     : 강수량 (mm) : 11월~다음해3월까지는 3시간강수량(3,6,...24시 이외는 자료없음으로 표출), 4~10월까지는 1시간 강수량
# 17. RN_DAY : 일강수량 (mm) : 해당시간까지 관측된 양(통계표)
# 18. RN_JUN : 일강수량 (mm) : 해당시간까지 관측된 양을 전문으로 입력한 값(전문)
# 19. RN_INT : 강수강도 (mm/h) : 관측하는 곳이 별로 없음
# 20. SD_HR3 : 3시간 신적설 (cm) : 3시간 동안 내린 신적설의 높이
# 21. SD_DAY : 일 신적설 (cm) : 00시00분부터 위 관측시간까지 내린 신적설의 높이
# 22. SD_TOT : 적설 (cm) : 치우지 않고 그냥 계속 쌓이도록 놔눈 경우의 적설의 높이
# 23. WC     : GTS 현재일기 (Code 4677)
# 24. WP     : GTS 과거일기 (Code 4561) .. 3(황사),4(안개),5(가랑비),6(비),7(눈),8(소나기),9(뇌전)
# 25. WW     : 국내식 일기코드 (문자열 22개) : 2자리씩 11개까지 기록 가능 (코드는 관측정책과 문의)
# 26. CA_TOT : 전운량 (1/10)
# 27. CA_MID : 중하층운량 (1/10)
# 28. CH_MIN : 최저운고 (100m)
# 29. CT     : 운형 (문자열 8개) : 2자리 코드로 4개까지 기록 가능
# 30. CT_TOP : GTS 상층운형 (Code 0509)
# 31. CT_MID : GTS 중층운형 (Code 0515)
# 32. CT_LOW : GTS 하층운형 (Code 0513)
# 33. VS     : 시정 (10m)
# 34. SS     : 일조 (hr)
# 35. SI     : 일사 (MJ/m2)
# 36. ST_GD  : 지면상태 코드 (코드는 관측정책과 문의)
# 37. TS     : 지면온도 (C)
# 38. TE_005 : 5cm 지중온도 (C)
# 39. TE_01  : 10cm 지중온도 (C)
# 40. TE_02  : 20cm 지중온도 (C)
# 41. TE_03  : 30cm 지중온도 (C)
# 42. ST_SEA : 해면상태 코드 (코드는 관측정책과 문의)
# 43. WH     : 파고 (m) : 해안관측소에서 목측한 값
# 44. BF     : Beaufart 최대풍력(GTS코드)
# 45. IR     : 1(강수포함, 자동관측), 3(무강수 또는 결측), 4(강수포함, 수동입력)
# 46. IX     : 유인관측/무인관측 및 일기 포함여부 (code 1860) .. 1,2,3(유인) 4,5,6(무인) / 1,4(포함), 2,5(생략), 3,6(결측)
#--------------------------------------------------------------------------------------------------
#2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234
# YYMMDDHHMI STN  WD   WS GST  GST  GST     PA     PS PT    PR    TA    TD    HM    PV     RN     RN     RN     RN     SD     SD     SD WC WP WW                      CA  CA   CH CT        CT  CT  CT    VS   SS    SI ST    TS    TE    TE    TE    TE  ST   WH BF IR IX
#        KST  ID  16  m/s  WD   WS   TM    hPa    hPa  -   hPa     C     C     %   hPa     mm    DAY    JUN    INT    HR3    DAY    TOT -- -- ---------------------- TOT MID  MIN -------- TOP MID LOW                  GD     C     5    10    20    30 SEA    m --  -  -
202211300900 239  34  3.6  -9 -9.0   -9 1021.6 1033.2  2   2.5  -4.3 -12.7  52.0   2.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        5   3    7 -         -9  -9  -9  1414  0.6 -9.00 -9   0.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 243   2  3.2  -9 -9.0   -9 1030.9 1032.5  2   2.2  -0.6  -7.6  59.0   3.5   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   8    9 -         -9  -9  -9  5000  0.0 -9.00 -9   2.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 244  34  2.4  36 10.0  453 1000.1 1031.6  2   2.6  -2.5 -10.5  54.0   2.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 -         -9  -9  -9  5000  0.0 -9.00 -9   0.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 245   2  3.6   2 11.0  437 1023.4 1032.2  2   2.3  -1.7 -10.2  52.0   2.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9   11 -         -9  -9  -9  2000  0.2 -9.00 -9  -0.4 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 247   2  3.0  -9 -9.0   -9 1014.7 1031.8  2   2.0  -2.0 -11.5  48.0   2.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 -         -9  -9  -9  5184  0.1 -9.00 -9  -0.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 248   2  4.3  34 11.0  412  980.0 1031.6  2   2.0  -4.0 -12.1  53.0   2.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 -         -9  -9  -9  5000  0.0 -9.00 -9  -0.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 251  34  4.1  29 10.0  346 1024.2 1031.8  2   1.9  -1.4  -7.9  61.0   3.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   7    5 -         -9  -9  -9  4741  0.0  0.18 -9   1.5   5.4  10.1  10.3  11.3  -9 -9.0 -9  3 -9
202211300900 252   5  1.4  36 14.0  457 1027.3 1032.1  2   2.2  -2.3  -4.6  84.0   4.3    0.5    0.6    0.6   -9.0   -9.0   -9.0    1.0 -9 -9 -                       10   2    5 -         -9  -9  -9  3035  0.0  0.00 -9  -0.6   4.8   6.9  10.3  11.1  -9 -9.0 -9  1 -9
202211300900 253  32  4.2  29 13.0  612 1020.3 1027.2  2   3.9   1.4 -16.5  25.0   1.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   0   -9 -         -9  -9  -9  5000  0.5  0.57 -9   4.8   9.5  11.6  13.1  14.1  -9 -9.0 -9  3 -9
202211300900 254  32  4.0  29 12.0  428 1015.5 1032.1  2   2.1  -1.4 -10.2  51.0   2.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   1    4 -         -9  -9  -9  5000  0.2  0.37 -9   0.7   5.1   4.9   7.9   8.8  -9 -9.0 -9  3 -9
202211300900 255  32  5.3  32 14.0  544 1020.8 1027.3  2   3.4   1.4 -13.1  33.0   2.2   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   0   -9 -         -9  -9  -9  5000  0.2  0.47 -9   2.7   8.9   8.4  10.9  12.3  -9 -9.0 -9  3 -9
202211300900 257   2  2.5   2 11.0  653 1026.0 1026.8  2   3.4   3.6 -16.1  22.0   1.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   0   -9 -         -9  -9  -9  2385  0.4  0.53 -9   5.9   7.6   8.5  11.6  13.3  -9 -9.0 -9  3 -9
202211300900 258   2  4.5  34 14.0  644 1030.0 1030.2  2   3.0   0.9  -7.1  55.0   3.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   1   14 -         -9  -9  -9  5000  0.1  0.31 -9   2.3  10.3  10.4  11.5  12.6  -9 -9.0 -9  3 -9
202211300900 259  32  4.8   7 15.0  429 1027.8 1029.8  2   3.2   0.6  -5.6  63.0   4.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   3    3 -         -9  -9  -9  4830  0.0  0.19 -9   2.4   8.3   9.7  12.3  13.8  -9 -9.0 -9  3 -9
202211300900 260  36  4.3   2 15.0  600 1024.2 1029.8  2   3.2   0.7  -6.6  58.0   3.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   6   11 -         -9  -9  -9  2000  0.1 -9.00 -9   1.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 261  36  5.1  34 16.0  410 1028.4 1030.5  2   3.2   0.7  -3.9  71.0   4.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   9    7 -         -9  -9  -9  4191  0.0 -9.00 -9   5.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 262  34  3.0  36 10.0  733 1022.5 1029.1  2   2.9   0.7  -7.8  53.0   3.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   0   -9 -         -9  -9  -9  2000  0.0 -9.00 -9   2.2 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 263  36  4.5  32 10.0  448 1026.4 1028.2  2   3.0   1.7 -12.5  34.0   2.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   0   -9 -         -9  -9  -9  5000  0.1  0.45 -9   3.3   6.3  10.3  12.4  13.7  -9 -9.0 -9  3 -9
202211300900 264  27  4.4  27 10.0  542 1011.0 1030.4  2   2.3  -0.8 -15.1  33.0   1.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 -         -9  -9  -9  5000  0.0  0.34 -9   0.1   3.0   3.9   7.8   9.8  -9 -9.0 -9  3 -9
202211300900 266  29  3.4  27 20.0  423 1016.7 1027.9  2   2.3   1.0 -10.2  43.0   2.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   0   -9 -         -9  -9  -9  1781  0.0  0.35 -9   2.4   4.4   6.5  10.4  12.4  -9 -9.0 -9  3 -9
202211300900 268  29  7.9  34 17.0  619 1027.5 1028.7  2   2.0   3.1  -3.9  60.0   4.6   -9.0    0.0    0.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10  -9   -9 -         -9  -9  -9  2000  0.0 -9.00 -9   3.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 271  25  2.4  -9 -9.0   -9  986.8 1027.9  2   3.9  -3.1 -15.4  38.0   1.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        4   0   -9 -         -9  -9  -9  2000  0.1 -9.00 -9  -2.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 272  29  6.5  32 15.0  344 1002.7 1029.9  2   3.7  -4.3 -15.0  43.0   1.9   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  2000  0.3 -9.00 -9  -2.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 273  29  6.0  32 12.0  529 1008.0 1030.3  2   3.1  -4.4 -18.2  33.0   1.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        0   0   -9 -         -9  -9  -9  5000  0.3 -9.00 -9  -1.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 276  32  4.8  27 11.0  522 1002.2 1028.9  2   3.7  -3.0 -19.8  26.0   1.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 -         -9  -9  -9  5000  0.1  0.37 -9  -1.4   1.4   4.3   7.4   9.1  -9 -9.0 -9  3 -9
202211300900 277  29  5.4  32 13.0  309 1022.6 1027.8  2   4.0  -0.3 -15.4  31.0   1.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        8   0   -9 -         -9  -9  -9  2000  0.0 -9.00 -9   2.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 278  29  3.2  -9 -9.0   -9 1019.3 1029.8  2   3.5  -2.0 -17.7  29.0   1.5   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   0   -9 -         -9  -9  -9  5000  0.0 -9.00 -9  -0.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 279  29  2.8  34 11.0  750 1024.7 1031.0  2   3.3  -1.5 -16.4  31.0   1.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 -         -9  -9  -9  5000  0.0 -9.00 -9   0.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 281  29  3.7  27 13.0  424 1017.5 1029.8  2   3.2  -1.1 -16.5  30.0   1.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   0   -9 -         -9  -9  -9  5000  0.0 -9.00 -9  -0.1 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 283  32  5.9  34 17.0  651 1023.7 1028.8  2   3.1  -0.7 -17.4  27.0   1.6   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   0   -9 -         -9  -9  -9  1784  0.0  0.28 -9   0.2   4.4   7.5   9.6  12.4  -9 -9.0 -9  3 -9
202211300900 284   2  3.6  -9 -9.0   -9 1000.3 1029.3  2   2.6  -1.6 -12.5  43.0   2.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 -         -9  -9  -9  4884  0.1 -9.00 -9   0.6 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 285  32  2.5  -9 -9.0   -9 1024.8 1028.2  2   2.5   1.3 -16.1  26.0   1.7   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 -         -9  -9  -9  4949  0.0 -9.00 -9   4.0 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 288  34  5.2  34 13.0  842 1026.7 1027.8  2   2.8   1.1 -18.8  21.0   1.4   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                       10   9   71 -         -9  -9  -9  5000  0.2 -9.00 -9   1.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 289  29  5.8  27 17.0  647 1012.5 1030.1  2   2.6  -0.7 -12.6  40.0   2.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        9   0   -9 -         -9  -9  -9  4814  0.0 -9.00 -9   0.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 294  34  1.7  34 10.0  427 1021.7 1027.4  2   3.7   2.9  -8.1  44.0   3.3   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   0   -9 -         -9  -9  -9  5000  0.1 -9.00 -9   5.3 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
202211300900 295  36  0.9  -9 -9.0   -9 1021.8 1027.6  2   3.3   3.2  -6.5  49.0   3.8   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0   -9.0 -9 -9 -                        7   0   -9 -         -9  -9  -9  2000  0.1 -9.00 -9   5.9 -99.0 -99.0 -99.0 -99.0  -9 -9.0 -9  3 -9
#7777END
